order_id,customer_id,order_date,order_amount,currency,order_status
135,1719,2025-03-23,2638.54,USD,Completed
136,8847,2022-02-01,1382.72,USD,Completed
137,2275,2024-06-16,1733.35,USD,Completed
138,6730,2023-03-18,2321.53,USD,Completed
139,9552,2024-09-01,1542.62,USD,Completed
140,9341,2025-05-04,1551.18,USD,Completed
141,1368,2025-11-18,475.51,USD,Completed
142,4495,2023-05-23,2917.7,USD,Completed
143,5373,2022-01-15,219.83,USD,Cancelled
144,1667,2025-07-27,280.98,USD,Completed
145,984,2022-07-19,1618.59,USD,Completed
146,1884,2022-07-27,1467.1,USD,Completed
147,9456,2025-09-13,1453.88,USD,Completed
148,6705,2025-01-10,1191.33,USD,Completed
149,9705,2025-02-23,1405.08,USD,Completed
150,4023,2022-01-19,1104.09,USD,Completed
151,8993,2023-04-16,2438.98,USD,Completed
152,9387,2022-06-02,446.41,USD,Completed
153,8049,2023-08-31,1187.1,USD,Cancelled
154,7132,2023-04-14,1099.58,USD,Completed
155,3869,2022-06-26,457.17,USD,Completed
156,1353,2024-07-02,2534.46,USD,Completed
157,2769,2025-02-18,273.99,USD,Cancelled
158,3312,2025-03-22,2550.38,USD,Completed
159,1421,2022-12-17,537.84,USD,Completed
160,4988,2022-06-23,476.77,USD,Completed
161,3479,2024-03-31,592.79,USD,Completed
162,8324,2023-07-20,626.35,USD,Completed
163,9454,2022-12-21,3283.1,USD,Completed
164,6901,2024-12-11,75.7,USD,Completed
165,6222,2024-08-20,2145.45,USD,Completed
166,932,2025-11-01,282.07,USD,Completed
167,5384,2025-05-24,569.44,USD,Completed
168,7993,2025-04-02,838.89,USD,Completed
169,5045,2024-01-22,988.46,USD,Completed
170,2722,2023-08-15,1178.84,USD,Completed
171,9538,2024-01-13,632.79,USD,Completed
172,9745,2023-10-22,1182.0,USD,Completed
173,2963,2023-01-13,776.2,USD,Completed
174,5700,2022-08-12,464.06,USD,Completed
175,1899,2022-10-07,996.7,USD,Completed
176,592,2022-02-24,1312.88,USD,Completed
177,4987,2024-09-20,662.9,USD,Completed
178,1022,2024-11-16,2800.62,USD,Completed
179,1077,2024-10-29,2725.8,USD,Completed
180,9962,2022-09-21,341.36,USD,Completed
181,8877,2023-01-26,1370.31,USD,Completed
182,319,2025-02-15,1456.22,USD,Completed
183,5607,2024-06-25,217.28,USD,Completed
184,25,2022-10-05,1399.82,USD,Completed
185,9413,2022-01-20,1625.17,USD,Completed
186,3173,2025-04-04,932.7,USD,Completed
187,2059,2025-08-27,1404.89,USD,Completed
188,8317,2024-12-03,1359.86,USD,Completed
189,5940,2025-12-27,998.65,USD,Completed
190,9819,2022-09-11,436.75,USD,Completed
191,4585,2024-05-15,1645.65,USD,Completed
192,4379,2025-08-17,3076.02,USD,Completed
193,8487,2022-02-12,1403.84,USD,Completed
194,4232,2023-09-16,195.52,USD,Completed
195,8012,2023-01-10,1098.94,USD,Completed
196,644,2024-09-10,3164.17,USD,Completed
197,9136,2025-03-10,767.98,USD,Completed
198,1122,2024-09-14,1659.5,USD,Completed
199,4737,2024-03-10,1290.94,USD,Completed
200,9376,2024-10-27,192.08,USD,Completed
201,5493,2024-02-15,2618.01,USD,Completed
202,9488,2022-06-29,1932.26,USD,Completed
203,3448,2022-08-25,1451.85,USD,Completed
204,7819,2023-11-16,1041.57,USD,Completed
205,9677,2022-03-12,3386.37,USD,Completed
206,2946,2023-05-08,746.62,USD,Completed
207,4028,2023-01-25,475.66,USD,Completed
208,7480,2022-04-12,1140.95,USD,Completed
209,2037,2024-02-08,2104.91,USD,Completed
210,8314,2025-06-13,2183.97,USD,Completed
211,5445,2023-06-07,984.14,USD,Completed
212,2960,2022-11-20,4003.46,USD,Completed
213,4460,2023-04-15,1166.27,USD,Completed
214,761,2024-09-14,569.44,USD,Completed
215,7886,2024-03-15,716.96,USD,Completed
216,5007,2025-05-25,478.02,USD,Cancelled
217,6708,2022-02-10,117.8,USD,Completed
218,2064,2025-12-06,562.34,USD,Completed
219,6102,2022-10-12,1989.98,USD,Cancelled
220,281,2022-11-08,65.37,USD,Completed
221,823,2022-01-16,799.13,USD,Completed
222,9657,2024-09-26,2287.0,USD,Completed
223,1660,2024-10-10,1807.42,USD,Completed
224,4579,2022-07-29,4092.5,USD,Completed
225,6720,2023-10-05,1016.85,USD,Completed
226,805,2025-07-22,283.07,USD,Completed
227,3255,2025-02-08,454.84,USD,Completed
228,5404,2022-02-20,1780.12,USD,Completed
229,3168,2024-01-04,1977.66,USD,Completed
230,5835,2022-11-28,1201.66,USD,Completed
231,8258,2023-09-15,462.17,USD,Completed
232,5335,2025-02-24,227.37,USD,Completed
233,3633,2024-03-03,771.84,USD,Completed
234,8209,2022-04-07,1762.8,USD,Completed
235,3865,2022-05-25,1259.34,USD,Completed
236,3491,2023-02-21,966.08,USD,Completed
237,2705,2025-09-11,539.82,USD,Cancelled
238,2905,2025-05-03,2731.76,USD,Completed
239,3647,2023-12-17,316.08,USD,Completed
240,3464,2025-12-08,2117.76,USD,Completed
241,3678,2024-10-14,1637.62,USD,Completed
242,5157,2023-08-25,3073.41,USD,Completed
243,5379,2023-09-21,633.67,USD,Cancelled
244,6382,2022-11-05,592.36,USD,Completed
245,7047,2023-02-05,1404.25,USD,Completed
246,8362,2025-01-24,1161.39,USD,Completed
247,3013,2025-11-30,2985.63,USD,Completed
248,1689,2024-09-27,2442.05,USD,Completed
249,5589,2025-04-09,2222.64,USD,Completed
250,6387,2022-09-15,445.5,USD,Completed
251,7159,2025-08-04,1311.21,USD,Completed
252,3865,2025-12-13,1497.68,USD,Completed
253,5319,2025-12-01,580.59,USD,Completed
254,2354,2025-01-25,3523.44,USD,Completed
255,8433,2023-02-15,3175.34,USD,Completed
256,7848,2022-09-12,3216.08,USD,Completed
257,8919,2023-12-15,306.96,USD,Completed
258,8059,2024-08-17,1513.72,USD,Completed
259,4038,2024-07-30,1133.93,USD,Completed
260,6549,2025-03-21,3135.83,USD,Completed
261,9441,2022-12-09,21.79,USD,Completed
262,6008,2024-09-23,2178.79,USD,Completed
263,148,2025-08-16,2300.83,USD,Completed
264,4338,2023-01-10,2289.0,USD,Completed
265,1818,2023-01-17,2189.28,USD,Completed
266,2185,2025-08-02,2226.29,USD,Completed
267,1361,2025-04-24,460.44,USD,Completed
268,6031,2024-12-11,3075.33,USD,Completed
269,3639,2025-08-17,515.01,USD,Completed
270,3208,2022-11-15,2183.44,USD,Completed
271,651,2023-01-18,1145.88,USD,Completed
272,8654,2024-05-29,1450.95,USD,Completed
273,1257,2023-03-09,2356.62,USD,Completed
274,7718,2022-04-07,704.3,USD,Completed
275,7635,2025-10-01,2055.57,USD,Completed
276,1385,2022-12-14,1482.96,USD,Completed
277,7765,2022-05-16,2523.31,USD,Completed
278,7732,2024-08-15,2326.4,USD,Completed
279,6845,2022-10-28,1717.88,USD,Completed
280,2007,2024-07-13,1084.78,USD,Completed
281,1303,2025-09-09,388.99,USD,Completed
282,3631,2023-10-06,1045.81,USD,Completed
283,5689,2022-12-25,535.28,USD,Completed
284,6258,2024-10-28,2665.65,USD,Completed
285,798,2024-08-23,1399.94,USD,Completed
286,2590,2023-06-30,2201.02,USD,Completed
287,7860,2022-06-07,2343.34,USD,Completed
288,991,2022-12-02,293.47,USD,Completed
289,2521,2025-02-27,221.65,USD,Completed
290,4455,2024-06-24,2484.05,USD,Completed
291,8143,2024-04-06,1453.06,USD,Completed
292,9939,2024-02-04,2893.3,USD,Completed
293,6378,2022-08-29,1163.75,USD,Completed
294,450,2025-08-10,163.87,USD,Completed
295,5871,2022-11-03,3504.62,USD,Cancelled
296,2719,2023-03-20,766.3,USD,Completed
297,5722,2024-09-03,1231.46,USD,Completed
298,401,2024-01-23,1699.69,USD,Completed
299,27,2023-01-26,1552.11,USD,Completed
300,4879,2024-12-03,1268.33,USD,Cancelled
301,5223,2023-03-28,1957.01,USD,Completed
302,8506,2022-06-26,1760.93,USD,Completed
303,7820,2025-11-07,798.46,USD,Completed
304,716,2024-07-08,1128.61,USD,Completed
305,8576,2023-03-18,2055.89,USD,Completed
306,1784,2024-07-06,644.16,USD,Completed
307,8455,2023-01-01,2201.19,USD,Completed
308,9769,2023-07-26,3499.47,USD,Completed
309,4191,2024-02-11,868.6,USD,Completed
310,5092,2025-12-07,2558.49,USD,Cancelled
311,8797,2024-09-16,2490.88,USD,Completed
312,4756,2023-07-03,2160.01,USD,Completed
313,507,2025-03-21,2486.07,USD,Completed
314,4719,2023-09-04,1050.76,USD,Completed
315,3575,2024-01-06,2859.75,USD,Completed
316,6559,2022-02-18,736.06,USD,Completed
317,5556,2025-07-29,874.19,USD,Completed
318,4196,2025-12-05,560.94,USD,Completed
319,5179,2022-05-05,1615.75,USD,Completed
320,6787,2023-04-19,1746.68,USD,Completed
321,9684,2023-04-05,564.18,USD,Completed
322,2049,2025-02-28,968.99,USD,Completed
323,6088,2024-04-30,957.74,USD,Completed
324,3780,2022-05-16,2293.75,USD,Completed
325,8602,2022-05-10,2074.54,USD,Completed
326,9490,2022-12-12,945.77,USD,Completed
327,1191,2022-11-08,1585.67,USD,Completed
328,270,2025-10-06,3105.01,USD,Completed
329,1647,2023-10-17,518.39,USD,Completed
330,4611,2024-04-21,566.14,USD,Completed
331,452,2022-03-05,2159.91,USD,Completed
332,2066,2025-05-31,1288.64,USD,Completed
333,1395,2024-11-18,75.7,USD,Completed
334,3084,2025-08-14,218.3,USD,Completed
335,2504,2025-01-01,1513.47,USD,Completed
336,8979,2025-09-11,453.01,USD,Completed
337,3950,2022-10-21,2603.1,USD,Completed
338,1267,2025-07-29,293.47,USD,Completed
339,6414,2022-06-04,734.6,USD,Completed
340,6901,2025-06-19,2108.05,USD,Completed
341,9366,2024-07-30,566.14,USD,Completed
342,2125,2022-01-14,1486.41,USD,Completed
343,3307,2022-12-08,145.21,USD,Completed
344,9071,2022-10-01,2007.26,USD,Completed
345,2606,2024-05-19,1079.56,USD,Completed
346,2374,2022-02-13,1800.33,USD,Completed
347,3344,2025-08-03,1844.42,USD,Completed
348,7166,2024-02-06,2171.71,USD,Completed
349,9107,2024-06-19,3004.85,USD,Completed
350,6104,2024-08-19,130.66,USD,Completed
351,1947,2022-01-07,2871.12,USD,Completed
352,6091,2023-01-30,2220.93,USD,Cancelled
353,4715,2023-07-26,1017.15,USD,Cancelled
354,4445,2025-12-17,3338.61,USD,Cancelled
355,1844,2024-07-06,2060.25,USD,Completed
356,7084,2024-10-31,193.07,USD,Completed
357,3725,2023-09-25,303.61,USD,Completed
358,790,2024-12-25,58.27,USD,Completed
359,291,2022-07-23,1529.37,USD,Completed
360,4633,2022-05-31,196.02,USD,Completed
361,6921,2025-12-22,1142.61,USD,Completed
362,3805,2022-03-24,450.04,USD,Completed
363,5585,2024-08-01,1974.58,USD,Completed
364,4174,2022-08-18,2481.05,USD,Completed
365,357,2022-08-01,473.22,USD,Completed
366,9275,2024-07-26,650.33,USD,Cancelled
367,8516,2023-06-14,1157.65,USD,Completed
368,4553,2023-06-18,2023.81,USD,Completed
369,4948,2023-08-01,2249.47,USD,Completed
370,2963,2024-12-15,2820.54,USD,Completed
371,8354,2022-03-19,392.84,USD,Cancelled
372,6767,2024-12-19,865.68,USD,Completed
373,8528,2022-11-26,946.51,USD,Completed
374,6721,2022-03-21,3287.95,USD,Completed
375,27,2023-11-11,1744.02,USD,Completed
376,2948,2024-05-07,3233.86,USD,Completed
377,8964,2022-01-02,1505.25,USD,Completed
378,2989,2022-03-01,460.44,USD,Completed
379,8001,2023-05-12,802.93,USD,Completed
380,1239,2024-01-18,867.64,USD,Completed
381,3783,2023-03-03,3523.04,USD,Completed
382,2590,2022-03-02,2935.54,USD,Completed
383,2786,2022-04-19,2304.94,USD,Completed
384,8454,2024-06-22,283.07,USD,Completed
385,5426,2023-05-18,3586.92,USD,Completed
386,2711,2023-07-10,364.93,USD,Completed
387,8105,2022-01-13,341.36,USD,Completed
388,9985,2025-11-25,761.0,USD,Completed
389,9731,2024-02-28,1536.82,USD,Completed
390,2027,2022-05-18,2899.53,USD,Completed
391,4605,2024-02-21,1872.77,USD,Completed
392,7485,2022-10-18,840.75,USD,Completed
393,706,2024-06-01,1629.05,USD,Completed
394,2808,2025-08-26,1427.67,USD,Completed
395,2445,2024-04-13,1896.59,USD,Cancelled
396,3284,2023-04-16,606.41,USD,Completed
397,5376,2025-11-11,434.38,USD,Completed
398,1807,2023-09-24,704.47,USD,Completed
399,3763,2024-08-17,1017.15,USD,Completed
400,9199,2022-11-08,386.14,USD,Completed
401,2133,2025-11-09,2920.43,USD,Completed
402,7533,2025-12-16,2855.9,USD,Completed
403,4660,2024-06-14,722.53,USD,Completed
404,6177,2023-08-23,1765.09,USD,Completed
405,9983,2023-12-13,803.56,USD,Completed
406,4785,2022-03-07,2460.25,USD,Completed
407,8371,2025-05-31,3265.75,USD,Cancelled
408,248,2025-06-13,731.73,USD,Completed
409,7535,2024-09-27,2550.92,USD,Completed
410,7440,2025-11-16,446.41,USD,Completed
411,1784,2023-10-23,1621.38,USD,Cancelled
412,9415,2024-03-14,167.09,USD,Completed
413,3348,2023-11-16,776.22,USD,Completed
414,6215,2024-06-19,2126.27,USD,Completed
415,7800,2023-04-06,2082.22,USD,Completed
416,6012,2025-09-28,734.73,USD,Completed
417,9664,2025-06-17,2345.0,USD,Completed
418,2872,2022-12-27,753.69,USD,Completed
419,8897,2023-02-02,2295.83,USD,Completed
420,7052,2025-08-31,972.98,USD,Completed
421,9300,2022-02-15,2938.1,USD,Completed
422,4152,2022-07-30,2675.55,USD,Completed
423,1884,2023-07-20,840.33,USD,Completed
424,1207,2023-10-02,2962.69,USD,Completed
425,5246,2024-07-05,511.57,USD,Completed
426,9334,2024-11-27,372.69,USD,Completed
427,913,2025-03-11,1893.42,USD,Completed
428,6464,2024-02-24,1355.73,USD,Completed
429,7323,2022-06-18,834.28,USD,Completed
430,9788,2024-06-20,1097.33,USD,Completed
431,3136,2025-01-13,1856.0,USD,Completed
432,3269,2023-06-28,519.73,USD,Completed
433,4849,2024-05-07,82.2,USD,Completed
434,680,2022-03-10,2296.11,USD,Completed
435,4790,2023-03-31,2930.19,USD,Completed
436,7228,2023-05-30,1706.4,USD,Completed
437,1476,2024-09-17,1964.1,USD,Completed
438,5048,2025-05-01,1591.23,USD,Completed
439,9317,2025-06-29,1639.71,USD,Completed
440,3015,2024-04-14,1450.21,USD,Cancelled
441,1291,2022-01-31,2416.62,USD,Completed
442,8772,2024-05-16,1357.48,USD,Completed
443,7130,2024-04-22,1685.94,USD,Completed
444,8814,2022-10-05,771.84,USD,Completed
445,2805,2023-03-25,2516.67,USD,Completed
446,8711,2024-04-13,1870.47,USD,Completed
447,5820,2022-10-02,2914.56,USD,Completed
448,5028,2024-04-08,2999.98,USD,Completed
449,3985,2024-10-12,146.18,USD,Completed
450,5513,2025-09-16,1834.1,USD,Cancelled
451,7276,2024-11-06,491.61,USD,Completed
452,6353,2023-12-01,221.65,USD,Completed
453,2359,2024-06-21,1744.99,USD,Completed
454,6801,2023-04-17,130.66,USD,Completed
455,5824,2024-05-17,874.2,USD,Completed
456,1833,2023-09-15,2035.98,USD,Completed
457,3117,2024-10-08,429.51,USD,Completed
458,4629,2024-03-21,736.06,USD,Completed
459,2243,2022-06-22,790.5,USD,Completed
460,4883,2024-12-09,724.69,USD,Completed
461,3949,2022-12-14,1577.99,USD,Completed
462,1207,2024-06-16,706.59,USD,Completed
463,3995,2022-07-14,1248.12,USD,Completed
464,6884,2024-02-26,1013.67,USD,Completed
465,9205,2022-07-17,282.07,USD,Completed
466,206,2025-07-19,3432.91,USD,Completed
467,786,2022-09-26,3349.66,USD,Completed
468,2938,2022-07-07,2281.88,USD,Completed
469,2425,2024-04-05,334.18,USD,Completed
470,2377,2023-12-17,2531.9,USD,Completed
471,3723,2024-11-26,2542.26,USD,Completed
472,9677,2025-06-12,3130.97,USD,Completed
473,8944,2025-12-13,1064.47,USD,Completed
474,2776,2023-04-20,1191.61,USD,Completed
475,7821,2024-03-21,1681.18,USD,Completed
476,1016,2023-07-22,670.02,USD,Completed
477,4427,2025-12-10,2574.2,USD,Completed
478,74,2023-06-29,1794.65,USD,Completed
479,8777,2022-06-07,172.47,USD,Completed
480,8245,2025-11-07,964.72,USD,Completed
481,8200,2023-01-15,1803.41,USD,Completed
482,18,2022-04-18,2183.0,USD,Completed
483,7070,2025-01-07,2764.75,USD,Completed
484,2608,2022-10-11,3866.34,USD,Completed
485,6110,2023-07-24,772.66,USD,Completed
486,2426,2023-10-26,27.4,USD,Completed
487,515,2024-10-05,2177.4,USD,Completed
488,1118,2023-03-23,1489.66,USD,Completed
489,9086,2023-03-11,3910.83,USD,Completed
490,2055,2022-06-25,654.9,USD,Completed
491,4585,2025-04-23,1940.69,USD,Completed
492,5845,2022-01-04,560.5,USD,Completed
493,5600,2025-07-31,1864.8,USD,Cancelled
494,7165,2024-11-09,378.08,USD,Completed
495,3949,2022-12-16,2222.45,USD,Completed
496,4175,2022-12-23,3883.34,USD,Completed
497,5100,2024-08-16,1810.7,USD,Completed
498,7158,2024-10-27,799.06,USD,Completed
499,7283,2023-01-13,1836.96,USD,Completed
500,2393,2023-05-08,1669.08,USD,Completed
501,1886,2025-10-26,50.31,USD,Completed
502,2249,2023-01-31,1469.15,USD,Completed
503,8526,2023-07-13,1999.42,USD,Completed
504,5483,2024-06-26,2935.68,USD,Completed
505,1758,2022-03-05,1672.07,USD,Completed
506,2769,2024-01-26,981.1,USD,Completed
507,6267,2023-11-14,1926.02,USD,Completed
508,4439,2025-05-21,852.18,USD,Completed
509,1234,2024-01-10,2083.97,USD,Cancelled
510,1834,2023-11-10,1630.61,USD,Cancelled
511,6287,2022-07-24,259.48,USD,Completed
512,3775,2023-04-06,2159.19,USD,Completed
513,6897,2024-07-19,318.48,USD,Completed
514,2288,2024-04-22,930.33,USD,Completed
515,623,2023-10-31,217.28,USD,Completed
516,8496,2022-08-25,2261.96,USD,Completed
517,8711,2024-01-04,3028.57,USD,Completed
518,3229,2025-04-17,1232.12,USD,Cancelled
519,4028,2024-04-20,1702.37,USD,Completed
520,8460,2025-12-08,1811.11,USD,Completed
521,2534,2025-04-09,2239.48,USD,Completed
522,6020,2023-03-05,1041.21,USD,Completed
523,277,2022-02-25,418.77,USD,Completed
524,8653,2023-09-13,2960.83,USD,Completed
525,6745,2025-08-24,474.59,USD,Completed
526,3961,2025-11-26,2613.58,USD,Completed
527,4376,2025-11-18,1023.02,USD,Completed
528,7076,2025-10-19,1101.21,USD,Completed
529,8829,2023-02-27,3366.93,USD,Completed
530,1904,2024-10-14,873.5,USD,Completed
531,3294,2024-08-19,1344.22,USD,Completed
532,6456,2025-01-31,1579.54,USD,Completed
533,700,2023-04-09,517.35,USD,Completed
534,7204,2024-10-26,2241.63,USD,Cancelled
535,9370,2023-12-27,192.49,USD,Completed
536,7119,2022-05-23,2274.4,USD,Completed
537,5746,2025-04-12,57.49,USD,Completed
538,1407,2023-08-31,623.97,USD,Completed
539,2396,2025-11-09,1727.48,USD,Completed
540,7496,2022-01-04,2018.0,USD,Completed
541,8533,2022-03-26,2622.28,USD,Completed
542,3990,2022-10-19,854.81,USD,Completed
543,9412,2025-09-04,2227.63,USD,Completed
544,9990,2022-11-25,475.66,USD,Completed
545,838,2025-10-29,331.81,USD,Cancelled
546,1651,2023-03-01,1132.39,USD,Completed
547,363,2023-09-12,446.58,USD,Completed
548,5298,2024-04-06,1426.98,USD,Completed
549,3852,2024-05-02,304.56,USD,Completed
550,9917,2025-02-17,1179.94,USD,Completed
551,1227,2025-04-18,2264.2,USD,Completed
552,7059,2025-04-07,98.37,USD,Completed
553,2261,2024-02-15,1335.85,USD,Completed
554,7387,2022-12-22,2902.1,USD,Completed
555,4074,2022-09-27,2713.68,USD,Completed
556,3992,2022-03-15,1345.56,USD,Completed
557,5728,2025-05-14,1093.22,USD,Completed
558,694,2025-11-17,2153.85,USD,Completed
559,4210,2023-08-02,2419.67,USD,Completed
560,5605,2023-07-13,1980.78,USD,Completed
561,9008,2024-06-16,773.52,USD,Completed
562,5410,2025-11-03,3928.14,USD,Completed
563,8293,2025-05-09,1352.85,USD,Completed
564,259,2023-07-23,2649.47,USD,Completed
565,8460,2024-02-18,1300.82,USD,Completed
566,9091,2023-08-22,1803.85,USD,Completed
567,2492,2022-02-14,497.33,USD,Completed
568,4863,2024-04-01,1166.02,USD,Completed
569,356,2025-10-31,452.83,USD,Completed
570,7711,2024-01-14,1709.44,USD,Completed
571,9253,2023-02-08,1655.36,USD,Completed
572,3751,2024-04-25,955.44,USD,Completed
573,4992,2023-03-19,2594.85,USD,Completed
574,2053,2023-08-20,990.61,USD,Completed
575,6129,2022-06-09,2862.02,USD,Completed
576,8497,2022-04-30,678.1,USD,Completed
577,1806,2025-05-04,3335.11,USD,Completed
578,5606,2024-11-13,1333.07,USD,Completed
579,7571,2024-05-26,978.8,USD,Completed
580,501,2023-03-07,1988.89,USD,Completed
581,6849,2024-04-28,1716.83,USD,Completed
582,6609,2023-10-31,1449.11,USD,Completed
583,8096,2022-09-27,3131.59,USD,Completed
584,3517,2023-06-09,1885.47,USD,Completed
585,5948,2025-01-27,925.35,USD,Cancelled
586,4207,2022-11-23,502.52,USD,Cancelled
587,2928,2025-07-07,434.3,USD,Completed
588,9351,2022-09-22,1370.07,USD,Completed
589,5539,2022-07-09,108.0,USD,Completed
